Date Time,Open,High,Low,Close,SMA 200
2008-02-18 00:00,936550,936600,935850,935950,939091.50
2008-02-19 00:00,935950,936000,934850,935000,939059.75
2008-02-20 00:00,935050,935850,934600,935700,939030.50
2008-02-21 00:00,935650,935950,935250,935450,939004.00
2008-02-22 00:00,935450,936350,935300,936000,938977.75
2008-02-25 00:00,935700,935750,935200,935300,938948.50
2008-02-26 00:00,935300,935900,934850,935600,938921.75
2008-02-27 00:00,935650,935850,935250,935450,938893.75
2008-02-28 00:00,935500,935800,935100,935300,938866.25
2008-02-29 00:00,935350,937750,935250,937600,938851.50
2008-03-03 00:00,938050,938500,937650,937850,938839.75
2008-03-04 00:00,937850,939900,937400,938300,938829.75
2008-03-05 00:00,938200,938950,938050,938200,938820.50
2008-03-06 00:00,938250,938500,937150,937300,938807.00
2008-03-07 00:00,937400,938800,937300,938700,938799.00
2008-03-10 00:00,939200,939400,938600,939050,938793.75
2008-03-11 00:00,939150,940050,937600,937700,938783.25
2008-03-12 00:00,937600,939500,937100,939300,938780.75
2008-03-13 00:00,939300,939800,938150,938400,938773.50
2008-03-14 00:00,938350,939850,938050,939600,938773.50
2008-03-17 00:00,940100,940600,939900,940550,938780.50
2008-03-18 00:00,941300,942400,940050,940350,938786.50
2008-03-19 00:00,940400,940600,938750,939200,938788.25
2008-03-20 00:00,939100,940500,939000,940200,938796.00
2008-03-25 00:00,938700,939550,938400,938550,938801.75
2008-03-26 00:00,938600,940200,938550,938850,938807.75
2008-03-27 00:00,938800,939700,938650,939600,938820.50
2008-03-28 00:00,939600,939700,938100,938350,938824.00
2008-03-31 00:00,938850,939400,938550,939400,938834.50
2008-04-01 00:00,939350,940050,939250,939600,938845.00
2008-04-02 00:00,939600,939650,938050,938150,938847.75
2008-04-03 00:00,938200,938700,937600,938500,938850.50
2008-04-04 00:00,938350,938950,937850,938050,938854.00
2008-04-07 00:00,938700,939300,938600,938850,938861.50
2008-04-08 00:00,938750,938800,938200,938300,938865.50
2008-04-09 00:00,938450,938900,937900,938850,938871.75
2008-04-10 00:00,939000,939700,938800,939150,938877.50
2008-04-11 00:00,939050,939650,938100,938400,938881.25
2008-04-14 00:00,939250,940000,939150,939900,938893.50
2008-04-15 00:00,939850,940100,939050,939550,938901.25
2008-04-16 00:00,939500,939750,938400,938550,938901.00
2008-04-17 00:00,938550,938800,937250,938100,938900.00
2008-04-18 00:00,938000,938200,937450,937800,938899.50
2008-04-21 00:00,937450,937650,936700,936900,938895.75
2008-04-22 00:00,937000,937850,936650,937800,938899.50
2008-04-23 00:00,937600,937800,937150,937300,938899.75
2008-04-24 00:00,937350,937750,936500,936500,938890.25
2008-04-28 00:00,936000,937150,936000,936650,938883.75
2008-04-29 00:00,936650,936800,936200,936300,938876.75
2008-04-30 00:00,936400,937050,936350,936950,938870.50
2008-05-01 00:00,936950,938400,936600,938000,938869.25
2008-05-02 00:00,937950,938350,937150,937550,938864.75
2008-05-05 00:00,936950,937000,935900,936000,938852.25
2008-05-06 00:00,936100,936450,935600,936350,938841.25
2008-05-07 00:00,936250,936900,936100,936250,938826.50
2008-05-08 00:00,936300,937050,936150,937000,938816.25
2008-05-09 00:00,937000,938350,936750,937800,938811.50
2008-05-12 00:00,938050,938350,937800,937950,938808.00
2008-05-13 00:00,937900,938100,937450,937850,938795.50
2008-05-14 00:00,937800,938200,937050,937350,938781.25
2008-05-15 00:00,937300,937850,936450,936650,938766.25
2008-05-16 00:00,936550,937150,936150,936750,938746.00
2008-05-19 00:00,936800,937200,936550,937100,938729.25
2008-05-20 00:00,937200,937450,936000,936150,938707.75
2008-05-21 00:00,936200,936800,936150,936750,938687.25
2008-05-22 00:00,936650,936700,934950,935400,938662.50
2008-05-23 00:00,935450,935500,934500,934700,938636.75
2008-05-26 00:00,935400,935500,935150,935400,938616.50
2008-05-27 00:00,935400,935450,934650,934950,938587.75
2008-05-28 00:00,934850,935150,934450,934750,938562.50
2008-05-29 00:00,934700,934900,933800,933900,938531.00
2008-05-30 00:00,934000,934650,933550,934550,938499.25
2008-06-02 00:00,934100,934450,934000,934300,938465.25
2008-06-03 00:00,934400,935250,934300,935100,938431.00
2008-06-04 00:00,935000,935450,934300,934400,938397.25
2008-06-05 00:00,934400,935050,933900,934600,938362.25
2008-06-06 00:00,934400,934500,933400,933500,938323.75
2008-06-10 00:00,934350,934600,932600,933000,938286.00
2008-06-11 00:00,933250,933700,932800,933100,938249.25
2008-06-12 00:00,933150,934000,932750,933850,938219.00
2008-06-13 00:00,933650,933750,932400,932550,938178.25
2008-06-16 00:00,932850,933000,932100,932200,938132.75
2008-06-17 00:00,932150,933350,931750,933000,938093.50
2008-06-18 00:00,933200,933850,932500,933750,938058.75
2008-06-19 00:00,933800,934750,933450,934100,938026.75
2008-06-20 00:00,934350,934450,933200,933300,937991.50
2008-06-23 00:00,933800,934600,933600,934500,937962.75
2008-06-24 00:00,934550,934800,933900,934300,937930.00
2008-06-25 00:00,934250,935600,934100,935100,937903.50
2008-06-26 00:00,935000,935450,934500,934800,937868.50
2008-06-27 00:00,934800,935950,934650,935350,937838.25
2008-06-30 00:00,935550,935750,935350,935500,937809.25
2008-07-01 00:00,935450,935650,934700,935050,937777.75
2008-07-02 00:00,935000,935550,934000,934300,937745.75
2008-07-03 00:00,934250,935350,934250,935050,937717.25
2008-07-04 00:00,935000,935850,935000,935750,937692.25
2008-07-07 00:00,936100,936650,936000,936500,937674.25
2008-07-08 00:00,936400,936800,936000,936550,937661.00
2008-07-09 00:00,936550,936900,936350,936700,937651.75
2008-07-10 00:00,936600,937550,936250,937150,937646.75
2008-07-11 00:00,937150,937450,936450,936500,937638.25
2008-07-14 00:00,936200,936550,935800,936000,937626.75
2008-07-15 00:00,935950,937300,935900,937050,937621.00
2008-07-16 00:00,937200,937750,936450,936850,937613.50
2008-07-17 00:00,936800,937350,936450,937050,937607.25
2008-07-18 00:00,937050,937050,936250,936550,937598.50
2008-07-21 00:00,935850,936150,935600,935950,937586.50
2008-07-22 00:00,936050,936200,935400,935450,937572.25
2008-07-23 00:00,935550,936150,935250,935650,937558.50
2008-07-24 00:00,935600,936300,935450,936150,937551.25
2008-07-25 00:00,936100,938000,935950,937550,937552.25
2008-07-28 00:00,937650,937850,937200,937600,937553.25
2008-07-29 00:00,937600,938050,937050,937150,937551.25
2008-07-30 00:00,937100,937850,936500,937450,937551.25
2008-07-31 00:00,937500,938400,937400,937950,937554.50
2008-08-01 00:00,937850,939300,937750,939000,937564.75
2008-08-04 00:00,939200,939800,939050,939700,937575.50
2008-08-05 00:00,939650,940100,939100,939950,937585.50
2008-08-06 00:00,939900,940650,939450,939850,937591.75
2008-08-07 00:00,939850,940750,939550,940500,937599.50
2008-08-08 00:00,940450,941350,940300,941050,937612.00
2008-08-11 00:00,940750,941400,940700,941100,937624.50
2008-08-12 00:00,941100,941750,940650,941650,937635.75
2008-08-13 00:00,941650,942500,941450,941850,937649.00
2008-08-14 00:00,941850,942700,941300,941350,937662.25
2008-08-15 00:00,941300,941850,941200,941850,937679.00
2008-08-18 00:00,942050,942400,941850,942250,937699.50
2008-08-19 00:00,942250,942550,942000,942200,937726.25
2008-08-20 00:00,942250,942500,941750,941850,937746.00
2008-08-21 00:00,941700,943000,941650,943000,937774.25
2008-08-22 00:00,942850,943150,942250,942350,937796.50
2008-08-25 00:00,942000,942400,941900,942400,937819.00
2008-08-26 00:00,942400,943200,942350,942800,937833.75
2008-08-27 00:00,942800,943300,942600,943150,937851.50
2008-08-28 00:00,943100,943550,942450,942650,937864.25
2008-08-29 00:00,942700,942850,942300,942800,937879.50
2008-09-01 00:00,942600,943000,942550,943000,937902.00
2008-09-02 00:00,942950,943500,942750,943400,937924.75
2008-09-03 00:00,943400,943650,942650,943350,937943.00
2008-09-04 00:00,943350,943600,942450,942550,937957.50
2008-09-05 00:00,942500,944150,942400,944000,937975.75
2008-09-08 00:00,942000,942700,942000,942500,937984.75
2008-09-09 00:00,942350,944300,942350,944000,937998.50
2008-09-10 00:00,943900,944950,943450,943800,938010.25
2008-09-11 00:00,944000,944300,943450,943550,938024.75
2008-09-12 00:00,943600,944350,943100,943400,938034.00
2008-09-15 00:00,944350,944850,943950,944200,938050.25
2008-09-16 00:00,944950,946000,943650,945900,938078.00
2008-09-17 00:00,945800,946050,944100,944650,938101.50
2008-09-18 00:00,944700,945950,944400,945050,938126.25
2008-09-19 00:00,944750,945600,944100,944600,938149.25
2008-09-22 00:00,942500,942900,941550,942000,938158.25
2008-09-23 00:00,941950,942650,941550,942550,938171.50
2008-09-24 00:00,942600,943500,942000,943100,938189.50
2008-09-25 00:00,943100,944000,942800,943000,938212.50
2008-09-26 00:00,943050,944550,942550,944000,938246.50
2008-09-29 00:00,943700,943850,942950,943550,938273.25
2008-09-30 00:00,943500,946250,943400,946100,938316.75
2008-10-01 00:00,946100,946100,944550,945750,938358.75
2008-10-02 00:00,945750,946700,945100,946450,938404.50
2008-10-03 00:00,946450,947600,946100,947100,938454.00
2008-10-06 00:00,947450,948850,947450,948800,938511.75
2008-10-07 00:00,948550,950550,948050,949250,938569.00
2008-10-08 00:00,949350,950800,948550,950500,938633.50
2008-10-09 00:00,950500,951000,948750,948900,938695.50
2008-10-10 00:00,948800,950150,947100,948500,938758.00
2008-10-13 00:00,948500,948500,944100,944400,938798.50
2008-10-14 00:00,944250,945500,943050,945300,938840.75
2008-10-15 00:00,945300,946300,945000,946200,938888.00
2008-10-16 00:00,946250,948000,945800,947300,938930.25
2008-10-17 00:00,947300,947500,946100,946200,938965.75
2008-10-20 00:00,946700,947350,946350,947100,939003.00
2008-10-21 00:00,946900,948750,946700,948300,939049.00
2008-10-22 00:00,948100,948650,947250,948550,939096.25
2008-10-23 00:00,948400,949600,948400,949000,939146.25
2008-10-24 00:00,948900,950900,948550,950750,939205.25
2008-10-27 00:00,950250,950500,949050,949200,939253.75
2008-10-28 00:00,949350,949900,946900,947050,939291.25
2008-10-29 00:00,946650,948550,946600,947850,939328.50
2008-10-30 00:00,947750,948450,947400,947650,939367.00
2008-10-31 00:00,947450,948600,946750,948200,939409.50
2008-11-03 00:00,947900,948050,945800,946000,939440.25
2008-11-04 00:00,946000,947500,945950,947300,939469.75
2008-11-05 00:00,947300,947800,946250,946550,939500.50
2008-11-06 00:00,946450,948500,946300,948500,939544.50
2008-11-07 00:00,948400,948700,947450,948100,939594.00
2008-11-10 00:00,948000,948300,947650,948050,939637.50
2008-11-11 00:00,947950,950000,947900,949500,939687.75
2008-11-12 00:00,949400,950600,948950,949100,939737.25
2008-11-13 00:00,949100,951000,948800,950800,939797.50
2008-11-14 00:00,950750,951300,948650,949600,939855.50
2008-11-17 00:00,949650,951000,949650,950250,939914.25
2008-11-18 00:00,950500,951100,949950,950300,939970.50
2008-11-19 00:00,950350,951650,950100,951550,940034.75
2008-11-20 00:00,951550,952700,951250,952350,940106.75
2008-11-21 00:00,952450,954600,952400,953700,940187.25
2008-11-24 00:00,953500,954300,953200,953950,940269.50
2008-11-25 00:00,953850,954250,952500,953150,940349.00
2008-11-26 00:00,953100,954400,952700,953750,940435.75
2008-11-27 00:00,953950,954700,953450,953500,940521.00
2008-11-28 00:00,953450,954400,953050,954150,940612.00
2008-12-01 00:00,954100,954950,953900,954700,940710.50
2008-12-02 00:00,954750,956800,954700,956550,940814.75
2008-12-03 00:00,956650,956850,955650,956600,940920.50
2008-12-04 00:00,956400,958000,956350,957450,941027.75
2008-12-05 00:00,957500,958050,957050,957200,941137.25
2008-12-08 00:00,957050,957300,956400,957050,941244.50
2008-12-09 00:00,957200,957300,956350,956900,941351.75
2008-12-10 00:00,956900,957350,955200,955550,941453.00
2008-12-11 00:00,955400,957750,955400,957450,941552.25
2008-12-12 00:00,957450,958000,956800,957250,941649.25
2008-12-15 00:00,956700,957200,955400,955600,941735.75
2008-12-16 00:00,955700,957350,955300,957250,941831.00
2008-12-17 00:00,957400,958550,956200,958500,941937.00
2008-12-18 00:00,958500,959500,958250,959500,942041.00
2008-12-19 00:00,959350,960000,958750,959650,942144.00
2008-12-22 00:00,959100,959100,958350,958600,942248.50
2008-12-23 00:00,958650,959500,958250,958850,942346.25
2008-12-24 00:00,958900,959250,958650,959000,942449.25
2008-12-29 00:00,959450,960200,959400,960200,942552.25
2008-12-30 00:00,960150,960250,959650,959750,942648.25
2008-12-31 00:00,959700,960400,959350,960050,942746.75
2009-01-02 00:00,959400,960450,959100,960350,942852.50
2009-01-05 00:00,959200,959350,957150,957350,942938.25
2009-01-06 00:00,957350,957850,956450,957000,943030.50
2009-01-07 00:00,957000,957650,956600,957400,943123.25
2009-01-08 00:00,957350,958650,956850,958500,943217.75
2009-01-09 00:00,958550,959050,958050,958750,943319.75
2009-01-12 00:00,959300,959450,958850,959000,943417.75
2009-01-13 00:00,958850,960500,958800,960400,943521.75
2009-01-14 00:00,960300,960650,959600,960050,943631.25
2009-01-15 00:00,960050,961600,959700,961400,943745.75
2009-01-16 00:00,961400,961600,960150,960250,943856.75
2009-01-19 00:00,959750,959800,959200,959500,943960.00
2009-01-20 00:00,959500,960100,958750,960050,944068.75
2009-01-21 00:00,959900,960350,959200,959200,944170.50
2009-01-22 00:00,959100,959350,957850,958200,944265.75
2009-01-23 00:00,958150,959300,957600,959000,944368.75
2009-01-27 00:00,959250,959500,957950,958100,944459.75
2009-01-28 00:00,958100,959600,957800,959450,944559.25
2009-01-29 00:00,959500,959850,958900,959300,944663.00
2009-01-30 00:00,959250,959650,958100,959050,944767.75
2009-02-02 00:00,958850,959200,957950,959150,944874.50
2009-02-03 00:00,959100,959900,957800,958000,944980.00
2009-02-04 00:00,958050,958700,956600,957150,945076.75
2009-02-05 00:00,957200,957200,956250,956550,945173.00
2009-02-06 00:00,956600,957100,955350,955800,945269.50
2009-02-09 00:00,955400,956700,955400,956650,945369.50
2009-02-10 00:00,956700,956900,955900,956900,945472.50
2009-02-11 00:00,956950,957950,956400,957800,945576.75
2009-02-12 00:00,957750,958700,957450,958500,945679.25
2009-02-13 00:00,958500,958700,957800,958000,945781.50
2009-02-16 00:00,957750,957800,956400,956550,945884.25
2009-02-17 00:00,956600,957900,956400,957750,945991.25
2009-02-18 00:00,957700,959900,957650,959550,946107.75
2009-02-19 00:00,959450,959750,957850,958100,946213.25
2009-02-20 00:00,958100,958750,957500,958650,946317.50
2009-02-23 00:00,959400,959950,958750,958800,946421.75
2009-02-24 00:00,958750,959700,958450,959100,946528.00
2009-02-25 00:00,958900,959650,957600,957650,946629.50
2009-02-26 00:00,957650,958000,956650,957800,946735.25
2009-02-27 00:00,957900,958000,956200,956250,946832.75
2009-03-02 00:00,956200,957400,955900,957250,946933.50
2009-03-03 00:00,957200,958500,956900,957200,947038.75
2009-03-04 00:00,957250,957700,956400,956750,947138.75
2009-03-05 00:00,956700,957000,955850,956200,947242.75
2009-03-06 00:00,956200,957900,955950,957900,947358.75
2009-03-09 00:00,958450,959300,957850,959050,947477.00
2009-03-10 00:00,959050,959400,957600,957650,947590.50
2009-03-11 00:00,957650,958050,956150,956900,947701.25
2009-03-12 00:00,956900,957800,956700,957550,947819.50
2009-03-13 00:00,957550,958000,956700,957450,947934.00
2009-03-16 00:00,957200,957400,957100,957350,948049.25
2009-03-17 00:00,956750,957000,956100,956350,948155.50
2009-03-18 00:00,956350,956700,955800,956250,948264.75
2009-03-19 00:00,956350,959500,956050,958950,948386.50
2009-03-20 00:00,958950,958950,957700,958300,948510.50
2009-03-23 00:00,957600,958000,956850,956900,948630.00
2009-03-24 00:00,956900,957500,956100,956300,948746.00
2009-03-25 00:00,956300,956450,955450,955500,948854.25
2009-03-26 00:00,955450,955500,953650,954900,948966.00
2009-03-27 00:00,954750,955250,954300,954450,949077.25
2009-03-30 00:00,954400,955650,954300,955500,949189.75
2009-03-31 00:00,955600,956400,955200,956000,949301.00
2009-04-01 00:00,955950,956300,955050,956200,949411.50
2009-04-02 00:00,956250,956700,955950,956300,949526.50
2009-04-03 00:00,956200,956650,955400,955750,949632.75
2009-04-06 00:00,955050,955050,953650,953900,949730.75
2009-04-07 00:00,954000,954600,953500,953900,949824.75
2009-04-08 00:00,953800,954650,953250,954600,949923.75
2009-04-09 00:00,954450,954950,954000,954150,950017.75
2009-04-14 00:00,954250,954250,953500,953650,950108.50
2009-04-15 00:00,953700,954350,953200,954250,950204.50
2009-04-16 00:00,954200,955200,953800,954900,950307.50
2009-04-17 00:00,954950,955150,954450,954850,950406.50
2009-04-20 00:00,953850,954650,953650,954000,950497.75
2009-04-21 00:00,954000,956800,953950,956300,950596.75
2009-04-22 00:00,956300,956550,955350,955400,950691.00
2009-04-23 00:00,955450,955600,954600,955150,950783.25
2009-04-24 00:00,955050,955100,954500,954950,950872.25
2009-04-27 00:00,954900,955600,954850,955350,950966.50
2009-04-28 00:00,955500,956050,954850,955650,951064.75
2009-04-29 00:00,955750,955900,954200,954300,951151.00
2009-04-30 00:00,954350,954700,953750,954300,951238.25
2009-05-01 00:00,954200,954350,953100,953200,951319.00
2009-05-04 00:00,953050,953300,952650,953100,951401.75
2009-05-05 00:00,953100,953200,951850,951900,951481.50
2009-05-06 00:00,951950,952600,951800,952300,951565.75
2009-05-07 00:00,952100,952700,950850,951100,951643.00
2009-05-08 00:00,951150,951250,950150,950400,951714.25
2009-05-11 00:00,950650,951000,950400,950850,951780.75
2009-05-12 00:00,951050,951400,950550,950700,951846.25
2009-05-13 00:00,950700,951300,950250,950800,951914.50
2009-05-14 00:00,950750,951650,950750,951350,951984.00
2009-05-15 00:00,951500,951650,950900,951400,952051.25
2009-05-18 00:00,951200,951800,950950,951500,952113.75
2009-05-19 00:00,951450,951450,950100,950200,952166.25
2009-05-20 00:00,950050,950050,949050,949400,952213.50
2009-05-21 00:00,949300,949950,949000,949050,952259.50
2009-05-22 00:00,949000,949650,947750,948150,952297.75
2009-05-25 00:00,947700,947900,947300,947450,952329.75
2009-05-26 00:00,947350,948250,947250,947950,952364.00
2009-05-27 00:00,948000,948250,946250,946250,952387.00
2009-05-28 00:00,946200,946850,944800,946600,952410.75
2009-05-29 00:00,946700,947750,946500,947500,952441.50
2009-06-01 00:00,947650,947650,946550,946700,952465.75
2009-06-02 00:00,946600,946900,945150,945500,952482.00
2009-06-03 00:00,945650,945950,945050,945400,952498.00
2009-06-04 00:00,945500,946300,945350,946150,952519.50
2009-06-05 00:00,946050,946250,944350,944500,952527.00
2009-06-09 00:00,944050,945150,943900,944800,952539.25
2009-06-10 00:00,944700,945200,944250,944300,952548.75
2009-06-11 00:00,944350,944450,943750,944100,952555.25
2009-06-12 00:00,944150,944850,943650,944750,952563.25
2009-06-15 00:00,944800,944950,944550,944800,952574.00
2009-06-16 00:00,944950,945750,944950,945550,952587.75
2009-06-17 00:00,945400,946250,945050,945150,952598.50
2009-06-18 00:00,945100,945650,944150,944250,952602.75
2009-06-19 00:00,944150,944450,941350,941500,952593.50
2009-06-22 00:00,942400,943200,942400,942900,952595.25
2009-06-23 00:00,943000,944450,943000,944250,952596.50
2009-06-24 00:00,944200,944550,943550,943950,952603.75
2009-06-25 00:00,943900,944300,943050,943250,952600.00
2009-06-26 00:00,943450,944500,943400,944100,952601.50
2009-06-29 00:00,944450,945450,944300,945300,952610.25
2009-06-30 00:00,945300,945700,944750,945000,952618.25
2009-07-01 00:00,944850,945400,944500,945200,952623.25
2009-07-02 00:00,945250,946200,945000,946000,952623.75
2009-07-03 00:00,945950,947150,945550,946000,952630.50
2009-07-06 00:00,945950,946100,945350,945950,952635.00
2009-07-07 00:00,945900,946400,945600,945850,952641.25
2009-07-08 00:00,945900,947500,945700,947350,952668.00
2009-07-09 00:00,947350,948550,947250,948250,952696.50
2009-07-10 00:00,948100,948150,947050,947600,952719.00
2009-07-13 00:00,948300,948450,947500,948200,952745.00
2009-07-14 00:00,948250,948500,947000,947650,952763.25
2009-07-15 00:00,947750,947800,945950,946000,952775.50
2009-07-16 00:00,945950,946000,944750,945700,952773.50
2009-07-17 00:00,945700,946300,945350,946000,952774.75
2009-07-20 00:00,944950,944950,944000,944300,952764.00
2009-07-21 00:00,944250,945500,943900,945350,952755.25
2009-07-22 00:00,945300,945850,944300,944900,952735.75
2009-07-23 00:00,945000,945600,944550,944750,952713.25
2009-07-24 00:00,944800,944900,943450,943700,952679.25
2009-07-27 00:00,943600,943850,943350,943450,952652.00
2009-07-28 00:00,943350,943850,943050,943200,952625.50
2009-07-29 00:00,943250,944800,943250,944700,952627.00
2009-07-30 00:00,944650,944800,943850,944000,952620.50
2009-07-31 00:00,944000,944600,943250,944300,952611.00
2009-08-03 00:00,944950,945050,943850,944150,952595.25
2009-08-04 00:00,944150,944200,943350,943800,952583.25
2009-08-05 00:00,943800,944100,943250,944000,952567.75
2009-08-06 00:00,943950,944000,943150,943400,952543.25
2009-08-07 00:00,943400,944100,943100,943700,952519.00
2009-08-10 00:00,943200,943550,942750,943050,952489.25
2009-08-11 00:00,943100,943700,942900,943100,952451.00
2009-08-12 00:00,943050,944900,943000,944700,952428.50
2009-08-13 00:00,944850,945050,943250,943350,952410.00
2009-08-14 00:00,943350,944300,943150,944200,952391.75
2009-08-17 00:00,944550,945900,944550,945700,952382.00
2009-08-18 00:00,945750,946350,945200,945300,952367.50
2009-08-19 00:00,945250,946250,944950,945900,952367.00
2009-08-20 00:00,946050,946300,945200,945600,952358.50
2009-08-21 00:00,945500,946450,945350,946050,952356.00
2009-08-24 00:00,944900,945100,944350,944650,952336.75
2009-08-25 00:00,944750,946300,944650,946200,952327.25
2009-08-26 00:00,946050,946550,945850,946500,952319.50
2009-08-27 00:00,946550,947300,946350,947200,952308.00
2009-08-28 00:00,947200,947300,946000,946000,952292.50
2009-08-31 00:00,945800,946450,945000,946100,952269.00
2009-09-01 00:00,946200,946750,945550,946700,952254.50
2009-09-02 00:00,946650,947550,946150,946300,952234.75
2009-09-03 00:00,946300,947150,946200,946450,952215.50
2009-09-04 00:00,946250,946450,945600,945850,952187.00
2009-09-07 00:00,945050,945500,944950,945200,952151.25
2009-09-08 00:00,945200,945950,945100,945850,952112.00
2009-09-09 00:00,945950,946750,945350,946250,952073.50
2009-09-10 00:00,946250,946450,945800,946050,952038.00
2009-09-11 00:00,946200,947450,945800,947350,952006.00
2009-09-14 00:00,947450,947650,946950,947300,951975.00
2009-09-15 00:00,947250,947600,946650,946850,951938.50
2009-09-16 00:00,946950,947150,946300,946800,951899.00
2009-09-17 00:00,946800,947300,946000,946150,951847.00
2009-09-18 00:00,946050,946700,945800,946650,951797.25
2009-09-21 00:00,946250,946400,945600,946250,951741.25
2009-09-22 00:00,946250,946600,945950,946050,951685.50
2009-09-23 00:00,946050,946200,945400,945650,951628.50
2009-09-24 00:00,945750,946400,945200,946250,951575.25
2009-09-25 00:00,946300,947100,945950,946900,951532.00
2009-09-28 00:00,947800,948050,947300,947800,951483.75
2009-09-29 00:00,947700,948000,946900,947150,951433.25
2009-09-30 00:00,947050,947350,945600,945700,951383.75
2009-10-01 00:00,945750,946550,945350,946450,951329.75
2009-10-02 00:00,946350,948300,946150,948250,951278.50
2009-10-05 00:00,947150,948150,946900,947250,951217.25
2009-10-06 00:00,947100,947900,947100,947550,951156.75
2009-10-07 00:00,947500,947900,946900,947650,951102.00
2009-10-08 00:00,947550,948250,946450,946850,951042.00
2009-10-09 00:00,946750,947500,946600,947250,950983.25
2009-10-12 00:00,945800,946200,945550,945850,950911.50
2009-10-13 00:00,945850,946350,945700,946150,950843.50
2009-10-14 00:00,946100,946450,945550,945700,950771.75
2009-10-15 00:00,945650,945900,943450,943650,950688.25
2009-10-16 00:00,943650,944200,943250,943600,950619.50
2009-10-19 00:00,943750,944100,943400,943500,950552.00
2009-10-20 00:00,943400,944050,942900,943750,950483.75
2009-10-21 00:00,943700,944200,943600,943850,950410.50
2009-10-22 00:00,943800,944000,942550,943200,950332.75
2009-10-23 00:00,943150,943300,942100,942500,950250.25
2009-10-26 00:00,942200,942650,942200,942550,950161.00
2009-10-27 00:00,942450,942900,941850,942800,950074.75
2009-10-28 00:00,942750,943450,942300,943300,949984.25
2009-10-29 00:00,943300,944850,943150,944400,949905.00
2009-10-30 00:00,944400,944450,943450,944200,949828.50
2009-11-02 00:00,944600,945350,944200,944500,949750.75
2009-11-03 00:00,944550,945400,943900,945050,949680.00
2009-11-04 00:00,945000,945300,943800,944350,949610.75
2009-11-05 00:00,944250,944350,943250,944000,949535.75
2009-11-06 00:00,943900,944050,943200,943500,949462.75
2009-11-09 00:00,943800,943850,943000,943150,949381.25
2009-11-10 00:00,943150,943350,942900,943350,949301.50
2009-11-11 00:00,943400,943800,942800,943750,949225.00
2009-11-12 00:00,943700,944050,943100,944000,949149.25
2009-11-13 00:00,944100,944400,943600,944200,949080.25
2009-11-16 00:00,943900,944450,943900,944050,949014.75
2009-11-17 00:00,944050,945450,943850,945250,948958.25
2009-11-18 00:00,945200,945300,944600,945100,948904.75
2009-11-19 00:00,945100,945900,944900,945700,948850.00
2009-11-20 00:00,945650,946400,945400,945900,948795.00
2009-11-23 00:00,945950,946250,945700,946250,948737.25
2009-11-24 00:00,946200,946450,945550,946400,948676.75
2009-11-25 00:00,946400,946900,945800,945950,948616.50
2009-11-26 00:00,945900,947250,945700,947050,948569.00
2009-11-27 00:00,947100,948700,946750,947900,948519.75
2009-11-30 00:00,947700,947700,947200,947650,948460.25
2009-12-01 00:00,947600,948600,947250,947850,948409.00
2009-12-02 00:00,947900,948000,946500,946600,948348.75
2009-12-03 00:00,946600,946750,945950,946350,948286.50
2009-12-04 00:00,946350,946400,945700,946100,948221.50
2009-12-07 00:00,944850,945300,944400,945300,948159.75
2009-12-08 00:00,945350,945800,944850,945000,948095.75
2009-12-09 00:00,945000,945850,945000,945400,948041.50
2009-12-10 00:00,945400,945800,944550,945400,947982.25
2009-12-11 00:00,945400,945700,944500,944700,947919.75
2009-12-14 00:00,944300,944950,943750,944600,947859.00
2009-12-15 00:00,944450,944750,944200,944600,947801.00
2009-12-16 00:00,943650,944750,943200,944500,947734.00
2009-12-17 00:00,944500,944650,943500,944150,947659.50
2009-12-18 00:00,944150,945600,944000,945350,947598.00
2009-12-21 00:00,945000,945100,944600,945050,947538.75
2009-12-22 00:00,945000,945000,943650,943950,947470.75
2009-12-23 00:00,943750,944200,943150,943400,947400.50
2009-12-24 00:00,943400,944000,942900,943100,947329.25
2009-12-29 00:00,942900,942900,941050,941450,947254.75
2009-12-30 00:00,941350,942000,941350,941950,947183.25
2009-12-31 00:00,941950,942600,941950,942400,947100.50
2010-01-04 00:00,941700,941850,941250,941350,947015.75
2010-01-05 00:00,941400,942750,941200,942700,946944.75
2010-01-06 00:00,942650,943300,942250,942350,946875.00
2010-01-07 00:00,942250,942950,942250,942500,946810.00
2010-01-08 00:00,942500,942600,942050,942150,946746.25
2010-01-11 00:00,942250,942500,941950,942200,946685.00
2010-01-12 00:00,942150,943200,941950,942850,946621.75
2010-01-13 00:00,942800,944400,942700,943900,946561.25
2010-01-14 00:00,943950,944050,943050,943250,946496.50
2010-01-15 00:00,943250,943600,943100,943350,946431.75
2010-01-18 00:00,943850,944200,943650,944000,946373.00
2010-01-19 00:00,944000,944400,943750,944400,946325.50
2010-01-20 00:00,944400,944550,943250,944000,946276.00
2010-01-21 00:00,944000,944800,943900,944000,946223.00
2010-01-22 00:00,943900,945100,943800,945000,946177.25
2010-01-25 00:00,945050,945050,944450,944600,946132.00
2010-01-27 00:00,945000,945400,944350,945300,946087.25
2010-01-28 00:00,945400,945450,944550,944600,946035.75
2010-01-29 00:00,944550,945600,944550,945550,945989.25
2010-02-01 00:00,945850,945950,945250,945550,945947.00
2010-02-02 00:00,945400,945550,944400,944850,945889.75
2010-02-03 00:00,944850,945300,944600,944750,945836.50
2010-02-04 00:00,944700,945050,943950,944800,945784.75
