Date Time,Open,High,Low,Close,SMA 200
2006-05-25 00:00,943100,943450,942800,942950,946218.50
2006-05-26 00:00,942900,943150,942650,942750,946199.00
2006-05-29 00:00,942800,942900,942700,942750,946175.75
2006-05-30 00:00,942750,942800,942300,942450,946149.75
2006-05-31 00:00,942450,942850,942200,942800,946122.50
2006-06-01 00:00,942800,942950,942250,942500,946094.75
2006-06-02 00:00,942400,942850,942350,942700,946065.25
2006-06-05 00:00,943450,944200,943400,943950,946042.75
2006-06-06 00:00,943950,944050,943450,943600,946019.25
2006-06-07 00:00,943600,943700,943150,943600,945994.00
2006-06-08 00:00,943600,943600,942750,943100,945967.25
2006-06-09 00:00,943050,943700,942950,943400,945939.50
2006-06-12 00:00,943500,943550,943300,943400,945909.25
2006-06-13 00:00,943350,943550,943200,943500,945882.25
2006-06-14 00:00,943500,943950,943450,943900,945854.75
2006-06-15 00:00,943850,943900,943050,943050,945820.25
2006-06-16 00:00,943050,943200,942350,942550,945783.50
2006-06-19 00:00,942200,942350,941950,942050,945744.75
2006-06-20 00:00,942000,942200,941850,942200,945708.50
2006-06-21 00:00,942200,942650,941900,942250,945676.75
2006-06-22 00:00,942250,942450,941900,941950,945644.50
2006-06-23 00:00,941900,942100,941350,941550,945610.75
2006-06-26 00:00,941250,941600,941250,941600,945577.50
2006-06-27 00:00,941600,941650,941300,941350,945544.50
2006-06-28 00:00,941350,941800,941300,941600,945510.00
2006-06-29 00:00,941550,941600,941100,941200,945474.75
2006-06-30 00:00,941200,942300,941150,942150,945445.75
2006-07-03 00:00,942400,942750,942350,942500,945421.00
2006-07-04 00:00,942500,942550,941950,942050,945393.50
2006-07-05 00:00,942050,942350,942000,942100,945365.00
2006-07-06 00:00,942000,942000,941150,941450,945329.50
2006-07-07 00:00,941400,941750,941300,941500,945295.75
2006-07-10 00:00,941950,942150,941900,942150,945270.50
2006-07-11 00:00,942100,942250,941750,941900,945247.00
2006-07-12 00:00,941900,942300,941550,941800,945225.25
2006-07-13 00:00,941750,941750,940900,941200,945198.25
2006-07-14 00:00,941250,941800,941250,941600,945174.75
2006-07-17 00:00,941650,941850,941400,941550,945153.25
2006-07-18 00:00,941500,941600,940950,941150,945130.75
2006-07-19 00:00,941100,941150,940750,941100,945105.25
2006-07-20 00:00,941050,941850,940800,941700,945080.00
2006-07-21 00:00,941650,942150,941450,942150,945058.75
2006-07-24 00:00,942000,942000,941400,941650,945034.50
2006-07-25 00:00,941650,941800,941300,941450,945008.75
2006-07-26 00:00,941450,941650,940600,940900,944982.25
2006-07-27 00:00,940950,941400,940750,941250,944959.00
2006-07-28 00:00,941250,941400,940750,940950,944936.25
2006-07-31 00:00,941350,941600,941300,941600,944917.75
2006-08-01 00:00,941550,941750,941400,941550,944898.75
2006-08-02 00:00,941500,941600,941150,941500,944876.75
2006-08-03 00:00,941600,942100,941450,942050,944858.25
2006-08-04 00:00,942000,942050,941550,941700,944835.50
2006-08-07 00:00,942200,942550,942200,942450,944815.00
2006-08-08 00:00,942450,942550,942200,942450,944798.50
2006-08-09 00:00,942400,942550,942050,942150,944784.00
2006-08-10 00:00,942100,942100,941300,941500,944765.75
2006-08-11 00:00,941600,941650,941300,941350,944744.75
2006-08-14 00:00,940950,940950,940500,940650,944722.50
2006-08-15 00:00,940650,940800,940450,940650,944699.25
2006-08-16 00:00,940600,941300,940600,941000,944677.50
2006-08-17 00:00,941000,942000,941000,941950,944663.00
2006-08-18 00:00,941950,942450,941600,942300,944653.25
2006-08-21 00:00,942400,942800,942350,942750,944645.75
2006-08-22 00:00,942800,942950,942500,942600,944636.00
2006-08-23 00:00,942550,942850,942400,942800,944626.25
2006-08-24 00:00,942750,942850,942400,942800,944617.25
2006-08-25 00:00,942700,943450,942700,943400,944607.25
2006-08-28 00:00,943600,943750,943150,943250,944594.00
2006-08-29 00:00,943250,943300,943000,943050,944583.75
2006-08-30 00:00,943000,943550,942800,943300,944572.50
2006-08-31 00:00,943300,943600,943050,943300,944557.00
2006-09-01 00:00,943250,943750,943150,943750,944543.50
2006-09-04 00:00,943750,944000,943350,943650,944532.00
2006-09-05 00:00,943600,943600,943350,943600,944519.00
2006-09-06 00:00,943500,943500,943000,943300,944503.00
2006-09-07 00:00,943250,943600,942800,943350,944490.50
2006-09-08 00:00,943300,943800,942950,943550,944478.25
2006-09-11 00:00,943650,943700,943400,943550,944464.75
2006-09-12 00:00,943550,943800,943200,943500,944450.00
2006-09-13 00:00,943400,944050,943300,943850,944438.50
2006-09-14 00:00,943800,944250,943750,943900,944427.75
2006-09-15 00:00,943900,944150,943300,943350,944413.00
2006-09-18 00:00,943100,943150,942800,943000,944400.50
2006-09-19 00:00,942950,943000,942600,942850,944390.00
2006-09-20 00:00,942900,944000,942850,943900,944381.50
2006-09-21 00:00,943900,943950,943550,943850,944374.00
2006-09-22 00:00,943750,944850,943750,944650,944367.00
2006-09-25 00:00,945250,945250,944900,945200,944365.00
2006-09-26 00:00,945350,945650,945150,945350,944365.25
2006-09-27 00:00,945300,945300,944850,945000,944361.25
2006-09-28 00:00,945050,945400,944750,945000,944354.50
2006-09-29 00:00,944950,945150,944750,944950,944344.50
2006-10-02 00:00,944750,944850,944550,944600,944334.50
2006-10-03 00:00,944550,945150,944450,945150,944326.00
2006-10-04 00:00,945150,945250,944650,944950,944316.25
2006-10-05 00:00,944850,945450,944800,945200,944308.25
2006-10-06 00:00,945150,945250,944750,945000,944295.50
2006-10-09 00:00,944250,944300,943700,943950,944276.00
2006-10-10 00:00,944000,944050,943600,943750,944255.75
2006-10-11 00:00,943750,943850,943300,943800,944235.25
2006-10-12 00:00,943800,943900,942800,943050,944212.25
2006-10-13 00:00,943000,943150,942850,942950,944187.25
2006-10-16 00:00,942700,942800,942450,942650,944160.50
2006-10-17 00:00,942650,943050,942550,942900,944134.50
2006-10-18 00:00,942900,943300,942700,942800,944108.00
2006-10-19 00:00,942800,942900,942500,942850,944082.50
2006-10-20 00:00,942850,942850,942400,942500,944056.50
2006-10-23 00:00,942350,942400,942000,942050,944028.50
2006-10-24 00:00,941850,942000,941700,941850,943996.75
2006-10-25 00:00,941850,942200,941800,942050,943965.00
2006-10-26 00:00,942050,942800,942000,942700,943937.25
2006-10-27 00:00,942650,943200,942500,943150,943909.25
2006-10-30 00:00,943250,943550,943200,943450,943884.25
2006-10-31 00:00,943400,943600,943350,943400,943860.75
2006-11-01 00:00,943350,943900,943300,943650,943836.25
2006-11-02 00:00,943600,944200,943500,943900,943814.50
2006-11-03 00:00,943900,944050,943700,943750,943796.25
2006-11-06 00:00,942600,942750,942500,942600,943775.75
2006-11-07 00:00,942600,942750,942400,942750,943758.00
2006-11-08 00:00,942700,943500,942650,943500,943744.25
2006-11-09 00:00,943550,944150,943350,943950,943732.25
2006-11-10 00:00,943950,944150,943650,943800,943719.75
2006-11-13 00:00,944100,944350,944000,944350,943712.25
2006-11-14 00:00,944400,944550,943950,944000,943701.25
2006-11-15 00:00,943950,944600,943750,944350,943689.25
2006-11-16 00:00,944300,944450,943850,944050,943676.50
2006-11-17 00:00,944050,944450,943650,943750,943660.00
2006-11-20 00:00,944250,944450,944150,944350,943645.25
2006-11-21 00:00,944350,944450,944050,944150,943628.50
2006-11-22 00:00,944150,944500,943950,944350,943615.25
2006-11-23 00:00,944300,944550,944250,944500,943602.25
2006-11-24 00:00,944500,944500,944150,944350,943587.75
2006-11-27 00:00,944500,944750,944350,944450,943574.00
2006-11-28 00:00,944450,944750,944100,944600,943559.00
2006-11-29 00:00,944600,944750,944300,944450,943541.00
2006-11-30 00:00,944450,944600,943950,944100,943521.75
2006-12-01 00:00,944050,944700,944050,944600,943506.25
2006-12-04 00:00,944750,945000,944750,945000,943490.50
2006-12-05 00:00,944950,945250,944650,945050,943476.75
2006-12-06 00:00,945000,945100,944600,944800,943465.25
2006-12-07 00:00,944800,944950,943800,944000,943450.00
2006-12-08 00:00,944000,944350,943950,944000,943432.50
2006-12-11 00:00,943400,943550,943250,943450,943413.50
2006-12-12 00:00,943450,943550,943250,943450,943396.75
2006-12-13 00:00,943400,943700,943400,943550,943383.50
2006-12-14 00:00,943500,943550,942650,942700,943366.00
2006-12-15 00:00,942650,942800,942250,942450,943346.50
2006-12-18 00:00,942350,942450,942000,942150,943327.00
2006-12-19 00:00,942150,942500,942000,942450,943308.25
2006-12-20 00:00,942400,942700,942000,942200,943291.75
2006-12-21 00:00,942150,942200,941700,942000,943273.50
2006-12-22 00:00,941950,942200,941700,942100,943251.50
2006-12-27 00:00,941650,941850,941650,941850,943229.50
2006-12-28 00:00,941800,942000,941100,941200,943199.25
2006-12-29 00:00,941150,941600,940550,941250,943169.75
2007-01-02 00:00,940800,941200,940600,941050,943139.25
2007-01-03 00:00,941050,941350,940800,941300,943113.25
2007-01-04 00:00,941350,941750,941100,941700,943088.25
2007-01-05 00:00,941600,942100,941550,942000,943066.00
2007-01-08 00:00,941350,941600,941350,941550,943037.75
2007-01-09 00:00,941550,941600,941350,941500,943010.00
2007-01-10 00:00,941500,941550,941200,941450,942986.50
2007-01-11 00:00,941400,941550,940950,941200,942962.00
2007-01-12 00:00,941200,941250,940650,941050,942938.25
2007-01-15 00:00,940700,941100,940700,940900,942913.50
2007-01-16 00:00,940950,941200,940800,941150,942892.50
2007-01-17 00:00,941150,941450,941050,941450,942872.50
2007-01-18 00:00,941450,941600,941150,941250,942854.50
2007-01-19 00:00,941200,941400,940750,941150,942837.50
2007-01-22 00:00,941000,941100,940750,940800,942820.50
2007-01-23 00:00,940750,941050,940700,940800,942803.75
2007-01-24 00:00,940750,941900,940550,941700,942790.25
2007-01-25 00:00,941700,942050,941400,941850,942779.75
2007-01-29 00:00,941250,941550,941100,941150,942766.25
2007-01-30 00:00,941100,941300,940800,940850,942750.50
2007-01-31 00:00,940800,941000,940550,940600,942735.75
2007-02-01 00:00,940600,941050,940300,940900,942723.25
2007-02-02 00:00,940850,941250,940350,940500,942706.50
2007-02-05 00:00,940700,941150,940600,941150,942693.25
2007-02-06 00:00,941100,941850,941050,941700,942687.00
2007-02-07 00:00,941700,942150,941550,941950,942683.25
2007-02-08 00:00,941950,942100,941650,941850,942677.75
2007-02-09 00:00,941800,942400,941750,942300,942674.25
2007-02-12 00:00,942050,942100,941700,941800,942670.75
2007-02-13 00:00,941800,941950,941400,941500,942667.00
2007-02-14 00:00,941450,941650,941400,941550,942664.75
2007-02-15 00:00,941500,942100,941350,941950,942663.75
2007-02-16 00:00,941900,942300,941850,942150,942662.50
2007-02-19 00:00,942300,942350,942100,942250,942662.75
2007-02-20 00:00,942250,942300,942000,942100,942664.00
2007-02-21 00:00,942100,942100,941800,942000,942664.75
2007-02-22 00:00,942000,942200,941700,941950,942665.50
2007-02-23 00:00,941900,941950,941350,941450,942664.50
2007-02-26 00:00,941900,942150,941800,942100,942663.75
2007-02-27 00:00,942100,942700,942000,942700,942665.50
2007-02-28 00:00,942650,943900,942550,943050,942671.50
2007-03-01 00:00,942950,943300,942800,943300,942674.50
2007-03-02 00:00,943300,943600,942900,943200,942675.50
2007-03-05 00:00,943550,943900,943400,943850,942678.50
2007-03-06 00:00,943900,944050,943450,943600,942680.75
2007-03-07 00:00,943450,943650,943100,943400,942683.00
2007-03-08 00:00,943350,943750,943050,943500,942686.75
2007-03-09 00:00,943500,943500,943100,943250,942689.25
2007-03-12 00:00,942800,942900,942500,942600,942690.00
2007-03-13 00:00,942600,943150,942500,943100,942691.50
2007-03-14 00:00,943150,943800,943100,943750,942697.75
2007-03-15 00:00,943650,943800,943050,943050,942699.50
2007-03-16 00:00,943000,943150,942050,942350,942691.50
2007-03-19 00:00,942400,942700,942250,942350,942685.25
2007-03-20 00:00,942350,942350,941950,942100,942677.75
2007-03-21 00:00,942100,942350,941900,942050,942672.50
2007-03-22 00:00,942050,942550,941850,942100,942666.00
2007-03-23 00:00,942150,942200,941600,941700,942657.50
2007-03-26 00:00,941250,941650,941250,941600,942648.00
2007-03-27 00:00,941500,941900,941300,941850,942637.75
2007-03-28 00:00,941800,941950,941450,941750,942631.25
2007-03-29 00:00,941700,942000,941350,941550,942626.25
2007-03-30 00:00,941450,941500,941000,941250,942622.25
2007-04-02 00:00,941050,941300,940900,941100,942616.75
2007-04-03 00:00,941150,941200,940850,941100,942611.00
2007-04-04 00:00,941050,941550,940800,941250,942607.50
2007-04-05 00:00,941200,941450,941050,941100,942605.25
2007-04-10 00:00,940600,941050,940550,941000,942602.25
2007-04-11 00:00,941000,941100,940800,941100,942601.00
2007-04-12 00:00,941000,941000,940700,940750,942596.75
2007-04-13 00:00,940750,940850,940450,940550,942593.50
2007-04-16 00:00,940200,940400,940200,940400,942584.75
2007-04-17 00:00,940400,940550,940300,940450,942574.50
2007-04-18 00:00,940450,940700,940100,940500,942566.75
2007-04-19 00:00,940400,941000,940400,940900,942560.75
2007-04-20 00:00,940850,941000,940200,940400,942555.50
2007-04-23 00:00,940350,940700,940300,940700,942551.50
2007-04-24 00:00,940650,941650,940300,941350,942547.50
2007-04-25 00:00,941600,941650,941200,941300,942544.50
2007-04-26 00:00,941300,941500,941050,941150,942541.25
2007-04-27 00:00,941100,941200,940750,941050,942540.50
2007-04-30 00:00,940950,941300,940950,941250,942538.75
2007-05-01 00:00,941250,941950,941150,941850,942540.25
2007-05-02 00:00,941800,941950,941550,941750,942543.25
2007-05-03 00:00,941650,941850,941550,941800,942546.75
2007-05-04 00:00,941750,941800,941350,941500,942545.75
2007-05-07 00:00,941750,941750,941400,941450,942542.25
2007-05-08 00:00,941450,941500,941000,941350,942540.75
2007-05-09 00:00,941300,941700,941200,941550,942541.25
2007-05-10 00:00,941550,941550,940600,940750,942540.50
2007-05-11 00:00,940750,941250,940650,941250,942540.50
2007-05-14 00:00,941050,941300,941000,941150,942541.50
2007-05-15 00:00,941050,941150,940750,940950,942538.25
2007-05-16 00:00,940950,941150,940700,941050,942535.75
2007-05-17 00:00,941050,941150,940700,940800,942532.25
2007-05-18 00:00,940800,940900,940350,940550,942524.75
2007-05-21 00:00,940300,940400,940150,940200,942517.25
2007-05-22 00:00,940250,940500,940200,940300,942506.50
2007-05-23 00:00,940300,940400,939850,940050,942494.50
2007-05-24 00:00,940050,940100,939750,940000,942483.75
2007-05-25 00:00,939950,940300,939600,940300,942477.75
2007-05-28 00:00,940050,940150,939950,940100,942471.50
2007-05-29 00:00,940100,940100,939650,939800,942467.25
2007-05-30 00:00,939750,940050,939450,939800,942463.00
2007-05-31 00:00,939850,940200,939700,939850,942457.25
2007-06-01 00:00,939800,939900,939500,939600,942445.50
2007-06-04 00:00,939200,939300,939100,939150,942429.75
2007-06-05 00:00,939150,939350,939050,939150,942411.75
2007-06-06 00:00,939150,939250,938800,938850,942393.00
2007-06-07 00:00,938850,939200,938500,938650,942372.25
2007-06-08 00:00,938550,938600,937250,937400,942345.25
2007-06-12 00:00,937700,938050,937500,937650,942316.50
2007-06-13 00:00,937600,937650,936750,937050,942285.50
2007-06-14 00:00,937000,937650,936650,937650,942258.50
2007-06-15 00:00,937550,937600,937100,937300,942228.50
2007-06-18 00:00,937650,937700,937350,937500,942199.50
2007-06-19 00:00,937550,937800,937350,937600,942168.75
2007-06-20 00:00,937600,938000,937400,937950,942140.25
2007-06-21 00:00,937950,938050,937000,937350,942109.00
2007-06-22 00:00,937350,937550,937000,937350,942079.25
2007-06-25 00:00,937400,937700,937400,937500,942050.00
2007-06-26 00:00,937450,937750,937400,937600,942020.25
2007-06-27 00:00,937600,938100,937400,938000,941992.50
2007-06-28 00:00,938050,938300,937500,937650,941963.25
2007-06-29 00:00,937650,937900,937000,937450,941931.25
2007-07-02 00:00,938100,938100,937750,938000,941901.75
2007-07-03 00:00,938000,938650,937850,938600,941878.00
2007-07-04 00:00,938500,938600,938150,938300,941854.50
2007-07-05 00:00,938250,938250,937800,937900,941829.75
2007-07-06 00:00,937850,937850,937350,937650,941798.50
2007-07-09 00:00,937150,937200,936950,937050,941764.50
2007-07-10 00:00,937100,937350,937050,937250,941727.50
2007-07-11 00:00,937250,938450,937200,938400,941693.50
2007-07-12 00:00,938400,938450,937600,937950,941656.50
2007-07-13 00:00,937800,938050,937350,937700,941620.00
2007-07-16 00:00,937900,938250,937850,938200,941586.00
2007-07-17 00:00,938150,938500,938050,938250,941552.50
2007-07-18 00:00,938200,938550,937900,938450,941521.75
2007-07-19 00:00,938400,938600,938150,938500,941488.50
2007-07-20 00:00,938550,938650,938150,938550,941456.50
2007-07-23 00:00,939100,939300,938950,939200,941426.50
2007-07-24 00:00,939250,939300,938900,939050,941396.75
2007-07-25 00:00,939000,939800,938600,938750,941370.75
2007-07-26 00:00,938750,938850,938450,938650,941345.25
2007-07-27 00:00,938650,940350,938650,940350,941328.00
2007-07-30 00:00,940350,940700,940200,940200,941313.75
2007-07-31 00:00,940200,940350,939600,939650,941297.25
2007-08-01 00:00,939550,940850,939300,940800,941288.00
2007-08-02 00:00,940700,940900,939800,940450,941275.75
2007-08-03 00:00,940550,940650,940050,940450,941264.00
2007-08-06 00:00,941050,941150,940700,940850,941254.00
2007-08-07 00:00,940850,940850,940050,940350,941243.25
2007-08-08 00:00,940350,940550,939650,939850,941232.25
2007-08-09 00:00,939800,939800,939100,939450,941220.25
2007-08-10 00:00,939700,940800,939650,940700,941213.50
2007-08-13 00:00,940000,940100,939750,939800,941199.00
2007-08-14 00:00,939800,940350,939400,940200,941184.25
2007-08-15 00:00,940200,941000,939700,940900,941171.50
2007-08-16 00:00,940750,941600,940650,941100,941160.00
2007-08-17 00:00,941150,942200,940950,941950,941151.50
2007-08-20 00:00,941400,941450,941100,941150,941137.75
2007-08-21 00:00,941100,941650,941000,941600,941127.00
2007-08-22 00:00,941750,941900,941100,941200,941120.00
2007-08-23 00:00,941050,941200,940450,940550,941109.00
2007-08-24 00:00,940450,941000,940150,940450,941093.75
2007-08-27 00:00,940400,940400,939850,939900,941073.50
2007-08-28 00:00,939900,940800,939800,940700,941058.00
2007-08-29 00:00,940700,941550,940600,941300,941042.75
2007-08-30 00:00,941300,941500,940450,940850,941027.00
2007-08-31 00:00,940900,941200,940550,940700,941008.75
2007-09-03 00:00,940650,940650,940350,940500,940991.00
2007-09-04 00:00,940500,940750,940200,940350,940974.00
2007-09-05 00:00,940450,940600,939700,940250,940953.50
2007-09-06 00:00,940200,941000,939950,940850,940937.00
2007-09-07 00:00,940800,940900,940300,940400,940917.25
2007-09-10 00:00,941450,942100,941400,941800,940903.75
2007-09-11 00:00,941750,942050,941250,941400,940889.00
2007-09-12 00:00,941450,941650,941000,941300,940873.25
2007-09-13 00:00,941350,941500,940950,941350,940857.00
2007-09-14 00:00,941350,941350,940350,940700,940838.25
2007-09-17 00:00,941100,941100,940700,940750,940821.50
2007-09-18 00:00,940900,941300,940500,940750,940802.25
2007-09-19 00:00,940750,941050,939950,940100,940777.75
2007-09-20 00:00,940050,940250,938950,939200,940748.50
2007-09-21 00:00,939100,939350,937750,938550,940717.25
2007-09-24 00:00,938700,938700,937750,938150,940688.00
2007-09-25 00:00,938200,938450,937650,938200,940659.00
2007-09-26 00:00,938250,938700,937950,938300,940633.25
2007-09-27 00:00,938250,938350,937900,938200,940607.00
2007-09-28 00:00,938200,938600,938000,938350,940581.00
2007-10-01 00:00,938300,938450,938100,938300,940559.00
2007-10-02 00:00,938350,938500,938100,938300,940538.25
2007-10-03 00:00,938150,938600,938050,938350,940519.25
2007-10-04 00:00,938400,938550,937750,938300,940498.50
2007-10-05 00:00,938250,938550,938100,938400,940479.50
2007-10-08 00:00,937500,937750,937350,937600,940457.50
2007-10-09 00:00,937600,937600,937100,937350,940433.75
2007-10-10 00:00,937300,937750,937200,937400,940411.50
2007-10-11 00:00,937450,937800,937350,937550,940393.25
2007-10-12 00:00,937450,937700,937050,937450,940374.25
2007-10-15 00:00,937200,937300,936950,937300,940355.50
2007-10-16 00:00,937200,937250,936800,936950,940333.75
2007-10-17 00:00,936950,937700,936900,937550,940313.00
2007-10-18 00:00,937550,938250,937250,937950,940292.75
2007-10-19 00:00,937900,938700,937900,938600,940278.00
2007-10-22 00:00,938950,939350,938850,938950,940265.25
2007-10-23 00:00,938900,939200,938500,938550,940250.75
2007-10-24 00:00,938500,938700,937900,938600,940237.75
2007-10-25 00:00,938650,939500,938550,939400,940229.50
2007-10-26 00:00,939350,939500,938800,939200,940221.00
2007-10-29 00:00,938950,939050,938550,938700,940208.75
2007-10-30 00:00,938650,938700,938350,938500,940194.00
2007-10-31 00:00,938450,938600,938100,938150,940178.50
2007-11-01 00:00,938150,938250,936800,936850,940157.00
2007-11-02 00:00,936800,938100,936550,937900,940142.50
2007-11-05 00:00,937750,937900,937250,937350,940125.25
2007-11-06 00:00,937300,937900,937250,937900,940106.25
2007-11-07 00:00,937900,938000,937300,937900,940086.50
2007-11-08 00:00,937950,939850,937650,939850,940080.00
2007-11-09 00:00,939700,940050,939000,939600,940073.75
2007-11-12 00:00,939900,940250,939550,940100,940071.25
2007-11-13 00:00,940050,940300,939500,939750,940065.50
2007-11-14 00:00,939700,939750,938400,938500,940055.50
2007-11-15 00:00,938400,938850,938300,938850,940044.00
2007-11-16 00:00,938800,939850,938700,939700,940034.00
2007-11-19 00:00,939450,939650,939100,939650,940022.50
2007-11-20 00:00,939600,940600,939400,940350,940015.00
2007-11-21 00:00,940250,940800,940100,940700,940007.00
2007-11-22 00:00,940750,941650,940450,941250,940004.25
2007-11-23 00:00,941200,941500,941000,941450,940004.00
2007-11-26 00:00,941000,941050,940400,940650,939999.50
2007-11-27 00:00,940500,942300,940500,941550,939997.50
2007-11-28 00:00,941500,942050,940650,940950,939991.50
2007-11-29 00:00,940950,941200,940150,940350,939982.00
2007-11-30 00:00,940350,941050,939850,939950,939971.25
2007-12-03 00:00,940400,940450,940000,940100,939961.75
2007-12-04 00:00,940100,940700,939900,940000,939952.00
2007-12-05 00:00,940000,940550,939650,940200,939945.75
2007-12-06 00:00,940100,940850,939700,939900,939934.75
2007-12-07 00:00,939900,940300,939400,939500,939918.75
2007-12-10 00:00,938800,939100,938250,938400,939895.50
2007-12-11 00:00,938500,938700,936950,937200,939865.00
2007-12-12 00:00,937250,938700,937050,938200,939840.00
2007-12-13 00:00,938100,938200,936950,937400,939807.75
2007-12-14 00:00,937300,937850,936800,937350,939776.50
2007-12-17 00:00,937000,937350,937000,937300,939746.00
2007-12-18 00:00,937200,937750,937100,937200,939714.50
2007-12-19 00:00,937150,938000,936850,937250,939684.50
2007-12-20 00:00,937350,938000,936950,937800,939660.50
2007-12-21 00:00,937800,938050,937200,937600,939633.00
2007-12-24 00:00,936650,936800,936400,936500,939596.75
2007-12-27 00:00,935800,936350,935800,936000,939561.50
2007-12-28 00:00,936000,936950,936000,936300,939531.25
2007-12-31 00:00,936400,936850,936300,936850,939503.75
2008-01-02 00:00,936850,936850,936500,936750,939477.00
2008-01-03 00:00,936700,938900,936550,938850,939461.00
2008-01-04 00:00,938800,939200,938250,939100,939446.00
2008-01-07 00:00,939600,939900,939450,939650,939435.75
2008-01-08 00:00,939600,939950,939000,939100,939423.25
2008-01-09 00:00,939050,939700,938600,939100,939409.50
2008-01-10 00:00,938950,939650,938900,939000,939395.75
2008-01-11 00:00,938900,939200,938250,938950,939382.75
2008-01-14 00:00,939400,939700,939250,939500,939374.00
2008-01-15 00:00,939550,939900,939150,939550,939366.25
2008-01-16 00:00,939450,940400,939350,940400,939362.75
2008-01-17 00:00,940500,940600,939600,939950,939356.25
2008-01-18 00:00,939850,940550,939600,939700,939349.25
2008-01-21 00:00,939850,940100,939500,939850,939343.50
2008-01-22 00:00,939800,941550,939800,941400,939345.00
2008-01-23 00:00,941350,942050,939700,940400,939343.25
2008-01-24 00:00,940400,941400,939550,939700,939339.00
2008-01-25 00:00,939750,940450,938100,938200,939328.00
2008-01-29 00:00,938950,939450,938450,939350,939322.50
2008-01-30 00:00,939400,939500,938650,939450,939317.25
2008-01-31 00:00,939350,939850,938400,939200,939308.75
2008-02-01 00:00,939200,939650,938700,938750,939300.50
2008-02-04 00:00,938150,938350,937900,938000,939287.00
2008-02-05 00:00,937950,938650,937400,938500,939272.75
2008-02-06 00:00,938500,939350,937950,939050,939261.50
2008-02-07 00:00,939000,939150,938550,938700,939249.25
2008-02-08 00:00,938650,939100,937650,937950,939233.75
2008-02-11 00:00,938300,938400,937500,937600,939215.50
2008-02-12 00:00,937550,937950,937150,937500,939193.75
2008-02-13 00:00,937450,937800,937100,937250,939171.25
2008-02-14 00:00,937300,937550,936200,936400,939144.25
2008-02-15 00:00,936350,936850,936100,936450,939119.00
